time,One_full_time_and_one_part_time_working_person_three_children,Two_full_time_working_persons_three_children,One_full_time_and_one_part_time_working_person_two_children,Two_full_time_working_persons_two_children,"One_full_time_and_one_part_time_working_person,_one_child",Two_full_time_working_persons_one_child,One_full_time_and_one_part_time_working_person,Two_pensioneers,Two_full_time_working_persons,One_pensioneer,One_full_time_working_person
9/23/2015 13:00,0.744100123,0.183217672,0.098007817,0.295707633,0.122232817,0.112428083,0.127040372,0.340941183,0.900893383,0.066769938,0.1198616
9/23/2015 14:00,0.170206338,0.250874967,0.306117283,0.982263833,0.13025075,0.12340545,0.1243395,0.633248433,0.124427183,0.067933363,0.1199886
9/23/2015 15:00,0.5284706,0.87018495,0.2520386,0.09474945,0.131747417,0.121919683,0.27901715,0.55862075,0.122050667,0.082599032,0.120134017
9/23/2015 16:00,0.164748365,0.413877667,0.325149333,0.085474483,0.486591117,0.1147408,0.440605567,0.780855617,0.123753967,0.066650788,0.182123267
9/23/2015 17:00,0.950565983,0.250829917,0.2507307,0.19119285,0.288883267,0.899614367,0.4076273,0.264765733,0.20860585,0.082041192,0.207660767
9/23/2015 18:00,0.868481533,1.16824285,1.10892625,0.191805933,0.37649965,0.793146833,0.313524567,0.239192383,0.642876388,0.1350862,0.234385267
9/23/2015 19:00,0.7750143,0.715857817,0.444582167,1.129873667,1.015645483,1.000418167,0.38803795,0.287435033,0.423764733,0.2212211,0.2337865
9/23/2015 20:00,0.823846067,1.07996345,0.259000367,0.611032667,0.602460417,0.492422333,0.309732383,0.2287954,0.34839015,0.21053855,0.230941583
9/23/2015 21:00,1.459958917,1.0340598,0.327551567,0.536742167,0.550485217,0.4379845,0.359988817,0.249737988,0.891028267,0.209135083,0.1910035
9/23/2015 22:00,3.088357333,0.529736583,0.500541417,0.371245683,0.28739875,0.347442167,0.26502045,0.53688825,0.29838455,0.091080277,0.120201883
9/23/2015 23:00,0.705238167,0.30420695,0.2030523,0.101985717,0.3319664,0.248307333,0.41390485,0.205227983,0.16902845,0.078040135,0.201672867
9/24/2015 0:00,0.272286122,0.253027633,0.114563483,0.077434767,0.173727483,0.130087267,0.234902483,0.117193783,0.118818083,0.061072215,0.1535226
9/24/2015 1:00,0.176685488,0.179855988,0.18643115,0.07550115,0.132082767,0.117848417,0.118588883,0.117223367,0.124063867,0.06152474,0.121324517
9/24/2015 2:00,0.146032275,0.191711867,0.147679433,0.087260383,0.116826067,0.109883767,0.120206015,0.115834567,0.2043958,0.063604202,0.119704783
9/24/2015 3:00,0.145068822,0.1836089,0.101567383,0.121298918,0.1171091,0.110733667,0.121367817,0.1166736,0.142550867,0.076598565,0.120557967
9/24/2015 4:00,0.159308302,0.170705443,0.453229683,0.0814218,0.11793995,0.129899383,0.120297433,0.116694717,0.12343425,0.062921161,0.120882517
9/24/2015 5:00,0.204763967,0.2000906,0.733482347,0.127057233,0.119896233,0.114906917,0.183526417,0.198701933,0.124920133,0.062504564,0.123200867
9/24/2015 6:00,2.050503773,0.311618517,0.920510517,0.874248925,0.466005967,0.115225117,0.132360767,0.26330945,0.146223583,0.304916473,0.122854417
9/24/2015 7:00,0.892274172,0.215855117,0.651833103,0.765207277,0.138465233,0.127056817,0.11940855,0.151722267,0.127136948,0.718596408,0.12263655
9/24/2015 8:00,0.166967,1.429775417,0.446925533,0.201918283,0.12605275,0.120207017,0.119918983,0.126500317,0.129129267,0.24909266,0.123477317
9/24/2015 9:00,0.984783805,0.463132967,0.186008883,0.082245133,0.12047625,0.11882615,0.1199506,0.126257933,0.128894233,0.179051748,0.126501217
9/24/2015 10:00,0.305193203,0.232002567,0.103409883,0.078591772,0.117246033,0.13102585,0.120010033,0.123498183,0.123173883,0.677864057,0.125110317
9/24/2015 11:00,0.472152793,0.928080867,0.106035583,0.08635,0.204567383,0.117543533,0.136301913,0.265522117,0.130592217,0.084015198,0.126206645
9/24/2015 12:00,2.38958,1.110444283,0.10367405,0.42813285,0.14807385,0.137899717,1.078843767,0.12483625,0.121560533,0.06688945,0.123735733
9/24/2015 13:00,0.583131887,3.070749097,0.770495738,0.084613825,0.125820033,0.179477467,0.9758364,0.1258468,0.121506983,0.067110272,0.120151433
9/24/2015 14:00,3.434877053,0.322920438,0.501312567,0.079899317,0.702362283,0.123718233,0.124523217,0.1160342,0.1226269,0.065868097,0.1197783
9/24/2015 15:00,0.659351045,0.197260305,0.147386667,0.090382733,0.131716133,0.204011183,0.124730667,0.21887645,0.125426867,0.079034732,0.11996485
9/24/2015 16:00,0.15416414,0.187539017,0.1083566,0.177279783,0.124892267,0.637396417,0.12137925,0.181182,0.124022633,0.066433805,0.182174883
9/24/2015 17:00,0.433339967,0.362459667,0.189278033,0.428385517,0.132108183,0.147403017,0.121553817,1.541480467,0.16342665,0.096261532,0.166893243
9/24/2015 18:00,3.687499122,1.4038493,1.158739383,1.716799667,0.223346817,0.279477,0.86652845,0.375972017,0.857810522,0.134063667,0.190549717
9/24/2015 19:00,1.248633033,1.131565783,0.317431238,0.56331725,0.3657526,0.684970167,0.4896708,0.356955183,0.411000433,0.239167583,0.248857267
9/24/2015 20:00,0.911369017,0.883894567,0.339728817,0.847916,0.503605417,0.458328667,0.527921683,0.3843686,0.39598905,0.233007883,0.2324383
9/24/2015 21:00,0.721639137,0.6364775,0.43385735,0.4415115,0.412195467,0.459241833,0.4827868,0.372853533,0.380270433,0.209328033,0.231301217
9/24/2015 22:00,0.520476053,0.601557017,0.3285444,0.269396167,0.516934133,0.228607383,0.341321833,0.25120125,0.367465433,0.138080688,0.23017185
9/24/2015 23:00,2.840398083,0.201993217,0.463367,0.075072667,0.177893883,0.110418117,0.731404167,0.117718783,0.44526245,0.078412618,0.204801433
9/25/2015 0:00,0.656310522,0.182326453,0.195031967,0.077288917,0.117663817,0.1208754,1.247756333,0.11726015,0.133613783,0.061311765,0.1534122
