time,One_full_time_working_person_heat_demand[kW],One_pensioneer_heat_demand[kW],Two_full_time_working_persons_heat_demand[kW],Two_pensioneers_heat_demand[kW],One_full_time_and_one_part_time_working_person_heat_demand[kW],Two_full_time_working_persons_one_child_heat_demand[kW],"One_full_time_and_one_part_time_working_person,_one_child_heat_demand[kW]",Two_full_time_working_persons_two_children_heat_demand[kW],One_full_time_and_one_part_time_working_person_two_children_heat_demand[kW],Two_full_time_working_persons_three_children_heat_demand[kW],One_full_time_and_one_part_time_working_person_three_children_heat_demand[kW]
2/22/2015 3:00,2.683822833,1.920187667,2.3147505,2.068947,2.193836,2.779791833,2.2113295,2.314432333,2.2786205,2.1243365,2.316583
2/22/2015 4:00,3.493961333,2.013764,3.013480667,2.693479,2.856067667,3.618901333,2.878842833,2.648515667,2.389665333,2.765590333,3.015867667
2/22/2015 5:00,5.127738167,2.8241355,4.422584333,3.952948833,4.191563667,5.311098167,5.975073333,3.403975333,3.351305333,4.0587795,4.86921
2/22/2015 6:00,6.3446835,3.689998,5.472179167,4.891087,5.186331167,6.571560667,5.452048833,4.447613,4.600088333,5.0220325,5.476512
2/22/2015 7:00,6.105000833,3.5842815,5.265457333,4.706317167,4.990407167,7.550982167,5.252696667,4.320191333,4.474637833,4.832316667,5.269626167
2/22/2015 8:00,5.807142667,3.468041167,5.008559833,4.769624333,4.746928667,6.014798333,4.786649333,4.401376167,4.336698333,4.820909667,5.012525
2/22/2015 9:00,5.470810833,3.4507075,4.942838833,5.898939167,10.80112217,5.666439167,4.7320235,10.2509185,5.4906615,6.0804165,5.165338833
2/22/2015 10:00,5.1414605,3.373446833,4.434420667,3.9635275,4.2027805,5.325312,5.637487167,5.461894833,4.224447167,4.069641333,4.437932
2/22/2015 11:00,4.954857833,3.193281333,4.2734775,5.5697605,8.634881833,5.913327833,4.306903833,3.848912833,3.789357667,3.921938167,4.276862667
2/22/2015 12:00,4.853781833,3.123986833,4.186302333,3.741758,3.969489833,5.027346667,4.223622667,3.7653915,8.926880833,4.066293333,4.632739833
2/22/2015 13:00,4.900109333,2.997718,4.226258833,3.777470667,5.406685167,5.153228333,4.037434833,3.613198167,4.4292655,4.102963833,4.229605833
2/22/2015 14:00,5.022507833,3.022623167,5.733016667,3.8718285,4.105544833,5.202105167,4.138284667,3.643216167,4.98267,3.975485833,4.3352555
2/22/2015 15:00,5.211465667,3.039628667,4.494797833,4.017493833,4.260004667,5.397820333,4.2939755,8.237181667,3.6070235,4.125052667,6.830557
2/22/2015 16:00,5.387663333,3.3795615,4.871125167,4.153325167,4.404034333,5.580319,4.439153833,4.294733,4.010410833,4.264519333,4.6504455
2/22/2015 17:00,5.589825333,3.573143833,4.821126667,5.710361667,4.569286833,5.789708667,4.605724333,4.306766333,4.240127167,4.424536333,4.824943833
2/22/2015 18:00,5.6519555,3.6164055,4.8747135,4.357065833,4.620074333,5.854062167,4.656917333,4.358912333,4.291467,4.473715667,4.8785735
2/22/2015 19:00,5.609958667,3.637959167,6.8054675,4.549050167,4.5857455,5.810564,5.128033167,4.384890167,6.277881,4.4404735,4.842323
2/22/2015 20:00,5.3064145,3.633127667,4.576689667,4.315049333,4.337618,5.496165167,5.4920415,4.379067,4.311309167,4.200207333,7.286596667
2/22/2015 21:00,6.5262395,3.300555,3.932286667,3.514715667,3.951236167,4.722298,3.756596333,7.333781,4.137950833,3.6088125,3.935399333
2/22/2015 22:00,3.376409,2.567001667,2.941080833,2.4299005,2.576577667,3.264762333,2.597124667,5.055991333,3.0461725,4.461930667,2.720740667
2/22/2015 23:00,2.432135833,1.991880167,2.099541167,1.874923167,1.988099167,2.519105667,3.754038167,4.361687667,4.1076475,2.149478,2.099335833
2/23/2015 0:00,2.350699,1.815550833,2.027436833,1.812143167,1.921530333,2.434756833,1.936853833,2.188311667,2.154452167,1.860658667,2.029042667
2/23/2015 1:00,2.403593833,1.880864,2.073057833,1.852919667,1.964768333,2.489543333,1.980436333,2.2670355,2.231957,1.902526,2.074699167
2/23/2015 2:00,2.528392,1.877644333,2.180693833,1.9491255,2.066782,2.618803333,2.083263167,2.263154,2.228135667,2.001308833,2.18242
2/23/2015 3:00,2.781872833,1.990338667,2.399317333,2.144532333,2.273984833,2.881348,2.2921185,2.398986667,2.361867,2.2019475,2.4012165
2/23/2015 4:00,3.621609833,2.087335,3.123575333,2.7918815,2.960409667,3.7511135,2.984017833,2.515897,2.4769685,2.866627333,3.126048667
2/23/2015 5:00,5.315072333,2.9273115,4.584157833,4.0973645,4.569055167,5.505131833,4.379343333,3.528335167,3.4737405,4.207061333,4.736117
2/23/2015 6:00,6.576478167,3.8248075,5.672097667,5.069776,5.3758065,6.889541833,5.418675333,4.610100667,4.538768,5.429865833,6.414505833
2/23/2015 7:00,6.328039,3.715228,5.457823833,6.628340167,5.172724667,6.5543215,5.2139745,4.478024667,4.408734167,6.758941833,5.903400167
2/23/2015 8:00,6.243658,3.5947405,5.191540333,7.4314325,4.9203515,7.462215,6.934032667,4.3327985,4.265755833,4.988839833,5.6406415
2/23/2015 9:00,5.670679167,3.576774333,4.8908615,4.595858833,4.635379667,5.8734555,4.672344,4.421788833,4.244435667,4.488536,7.167225333
2/23/2015 10:00,5.3292965,3.496691667,4.596425833,4.108329833,4.356323667,6.223258667,4.617289167,5.942382333,4.370698833,4.442679333,4.600065333
2/23/2015 11:00,5.135876333,3.309943833,4.429604,4.183583167,4.198216667,5.319528167,4.454186333,3.989527667,3.927797,5.466413667,4.433111667
2/23/2015 12:00,5.031107333,3.2381175,4.3392425,5.2796495,4.112575167,5.211013667,4.145370833,3.9029545,3.8425635,4.431014167,4.785803
2/23/2015 13:00,5.079128333,3.107236,4.3806595,3.915476333,4.1518285,5.260751333,4.1849365,3.7452015,3.687250833,4.020302833,4.532457833
2/23/2015 14:00,5.205997667,3.133050833,4.490082333,4.013280333,4.255535833,5.392158,4.513830667,3.776317,3.717884,4.1207245,4.788431
2/23/2015 15:00,5.401859167,3.150677,4.659009667,4.164268333,4.415638,5.595022833,4.450850833,5.758404,3.738802,4.500115833,4.662699167
2/23/2015 16:00,5.584494,3.503028833,4.816529167,4.305061167,4.5649295,5.784189167,4.601332,4.443549333,4.1569255,6.170400167,4.820342667
2/23/2015 17:00,5.794041333,3.703682667,4.997260167,4.466600167,4.736219167,6.001229167,4.773988167,4.464108667,4.395034333,4.586180833,5.001216833
2/23/2015 18:00,5.858442,3.748527167,5.052804333,4.516246333,4.788862333,6.067932,4.827051167,4.518159833,4.448249667,8.005324833,7.3890045
2/23/2015 19:00,5.814911833,3.770867333,5.015259833,4.707048167,4.753279167,6.022844833,4.791184667,4.545085333,4.474759833,6.569676667,5.019231
2/23/2015 20:00,5.500276167,3.76586,4.743892833,4.240137333,4.4960875,5.696959333,4.531941333,4.5390505,4.468816833,4.353656,4.747649333
2/23/2015 21:00,4.725830667,3.4211365,4.075947167,3.643121167,3.863032667,6.272692,3.893838167,6.526976333,6.02059,3.740656167,4.079174167
2/23/2015 22:00,3.272585667,2.739324667,2.822548,2.522821333,8.996761667,3.4675075,2.920800167,9.519249333,9.4695705,4.557339167,3.267906667
2/23/2015 23:00,2.508261,2.0547965,2.163331333,1.9336065,2.050326333,2.597952833,2.291036167,2.476678167,2.438357167,1.985374,2.608167167
2/24/2015 0:00,2.2979105,1.776494333,1.981908,1.771449333,1.87838,2.380080667,1.8933585,2.141236333,2.108104,1.818874833,1.983476833
2/24/2015 1:00,2.340701833,1.831650333,2.018814667,1.804435833,1.9133585,2.4244025,1.928616333,2.207716333,2.173555667,1.852744667,2.020413
2/24/2015 2:00,2.462234,1.828513833,2.123634333,1.898124667,2.012702167,2.55028,2.028753167,2.2039365,2.169835167,1.948941667,2.125315333
2/24/2015 3:00,2.709082167,1.938259333,2.336536167,2.0884185,2.214483333,2.805955167,2.232143,2.336215833,2.3000665,2.144331,2.3383865
2/24/2015 4:00,3.5268465,2.032717333,3.041843833,2.718830167,2.882948,3.652961667,3.130297833,2.4500665,2.412156,4.192811167,3.044253167
2/24/2015 5:00,6.9260825,2.850714833,4.464209167,3.9901535,4.4553725,6.662926833,4.264753,3.657305833,5.348088667,4.096979,4.467743167
2/24/2015 6:00,6.628758167,3.724727667,5.523681833,6.687204833,5.819128167,6.711308333,5.27689,4.4894735,5.291981167,5.069298833,8.243671
2/24/2015 7:00,6.162459667,3.693614167,5.3150145,4.750612167,6.203475667,6.382821333,5.3019065,4.360851167,5.165351333,4.877796833,5.762345833
2/24/2015 8:00,5.861797833,3.500680167,5.0556995,4.518833167,4.7916055,6.071408167,5.054177833,4.4407195,4.375433,4.864173167,5.502825833
2/24/2015 9:00,5.522300333,3.483184,4.762888,4.257116333,4.514090667,5.719770333,4.5500885,4.198337833,4.133375833,4.371089333,4.7666595
2/24/2015 10:00,5.1898505,3.4051975,4.476156333,4.000830667,4.2423365,5.375432833,4.2761665,4.104338333,4.040832,4.1079435,4.479699667
2/24/2015 11:00,5.001491667,3.298933833,4.313698833,3.855626167,4.088365667,5.180337833,5.522159333,3.8851375,3.825022833,3.958850167,4.317114333
2/24/2015 12:00,4.899463667,3.153389167,4.225702333,3.776974333,4.004966,5.0746625,4.036903,3.80083,3.742019167,3.878093,4.229048333
2/24/2015 13:00,4.946227333,3.025932667,4.266035,5.214216,4.043191833,5.123098833,4.075433833,3.6472045,3.812063833,3.915107333,4.269413
2/24/2015 14:00,5.069778167,3.051071667,4.3725955,3.908269167,4.144184833,5.251066167,6.144212167,3.677505833,3.620602,4.012901833,6.708259333
2/24/2015 15:00,5.260514,3.068236833,4.537101833,4.0553065,4.300098833,5.448622833,4.33439,5.094019333,3.6409725,4.163877167,7.717547667
2/24/2015 16:00,5.438370167,3.411369167,4.6905,4.192415333,4.445484333,7.636206667,4.480933833,4.111777333,4.048154833,4.3046565,6.9299225
2/24/2015 17:00,5.642434167,3.606772667,4.8665015,4.349726,4.612292,6.625491167,4.6490715,5.7431255,4.501327833,4.747537667,4.870355333
2/24/2015 18:00,5.705150333,3.650444,5.144952833,4.622434,4.663557,5.909157667,4.7007465,6.360780833,7.452765833,5.8600135,8.0738935
2/24/2015 19:00,5.662759667,4.8945075,4.884031333,4.365394,4.628905,5.865251167,4.665817667,4.4261585,5.810231833,4.706626167,7.220096333
2/24/2015 20:00,5.356356833,3.667322667,4.619763667,4.129190333,4.378443167,5.547892333,4.413358167,4.420282167,8.925354333,6.206713667,4.623421833
2/24/2015 21:00,4.602174167,3.331619333,3.969294833,3.547795,3.761952833,4.766742167,3.791952667,4.015653833,4.174813,3.642777833,3.9724385
2/24/2015 22:00,3.1856915,2.593315,4.714579833,2.455834333,2.604077333,3.299607333,2.849204167,5.307899667,5.0382405,2.521583167,3.192900667
2/24/2015 23:00,2.446051167,2.003674,2.1096775,2.110009167,1.9994745,3.761193167,2.015418667,2.415059833,4.121642667,1.936133167,2.111348
2/25/2015 0:00,2.274704333,1.758132833,1.961893333,1.753559833,1.859410833,2.356045167,1.874238167,2.119105667,2.086316333,1.800506167,1.963446667
2/25/2015 1:00,2.319787,1.815283667,2.000776,1.788313333,1.896261833,2.402739833,1.9113845,2.1879905,2.1541355,1.8361915,2.002361333
2/25/2015 2:00,2.440233167,1.812176,2.104658833,1.881164833,1.994718833,2.527492667,2.0106255,2.184244333,2.1504475,1.931528333,2.106325833
2/25/2015 3:00,2.684876,1.920941,2.315659667,2.069759,2.194697333,2.780883333,2.212198667,2.315341167,2.279515667,2.125171833,2.3174925
2/25/2015 4:00,3.4953345,2.014554167,3.014665,2.694537167,2.857188833,3.620321833,2.8799735,2.649468667,2.3906035,2.7666765,3.017052167
2/25/2015 5:00,5.129751,2.825245,6.049872,3.954500667,4.193209333,5.391082667,4.338827333,3.626605167,5.096573333,4.060372833,4.427824333
2/25/2015 6:00,6.5696685,3.765945,5.4743275,5.341728167,5.412727333,6.65204,5.566281333,4.891947,4.823099333,5.25023,6.364908833
2/25/2015 7:00,6.109264167,3.586789167,5.267523833,4.932524167,4.9923655,6.325789833,5.032176667,4.543181,4.476308,5.1670205,5.714817667
2/25/2015 8:00,5.8094225,4.868522,5.0105255,4.702815667,4.748792167,6.095057667,4.786661167,4.181725333,4.338315167,4.598356,5.4576155
2/25/2015 9:00,5.472958333,3.452061667,4.720331333,4.219078333,4.473757,5.6686645,4.509432667,4.382119833,4.096443833,4.332033333,4.724069333
2/25/2015 10:00,5.143479833,3.374772167,4.436161333,3.965084,4.204431167,5.327403,4.237959,4.067666,4.004726,4.071239,4.439673
2/25/2015 11:00,4.956803,3.194534333,4.275156,3.821175833,4.051836667,5.134052167,4.0841475,3.850423667,3.790845167,3.9234795,4.278541333
2/25/2015 12:00,4.855687,3.1252135,4.187946333,3.743226833,3.969181667,5.029320667,4.000832833,5.162693833,3.708584333,3.843441833,4.191261667
2/25/2015 13:00,4.902032667,2.998895667,4.227917667,3.778955167,4.007066,5.0773235,4.039019333,3.614616667,3.558686833,3.880126167,4.231265667
2/25/2015 14:00,5.024479333,3.02381,4.333525167,3.8733485,4.107156333,6.504120333,4.139908667,3.6446465,3.5882525,3.977047167,4.336957667
2/25/2015 15:00,5.213511167,3.040823167,4.496563,4.020938333,4.261677167,5.399939167,4.295661,5.060976833,3.6084405,4.126671833,4.500123167
2/25/2015 16:00,5.389778833,3.380888,4.648590333,7.304365333,5.806952167,5.582509833,4.440896,4.075039167,4.011984333,6.233170333,4.652270667
2/25/2015 17:00,5.592019,3.574546,4.8230195,4.310861667,4.571081333,5.793849167,4.831890667,6.2692995,4.241792167,6.39325,4.826839
2/25/2015 18:00,5.654174667,3.617826,4.876627,4.3587765,4.621887667,7.082167167,6.059936667,4.3606245,5.382020333,4.475472167,4.8804885
2/25/2015 19:00,7.579137833,3.639387333,4.840390833,4.326389,4.587546,5.812845167,4.624128833,10.69522933,7.803332667,4.4422175,10.16069667
2/25/2015 20:00,5.308497,3.634554833,4.578486167,4.092295667,4.339321,5.498322167,4.373925,4.380787333,4.313001667,4.201856333,4.582111333
2/25/2015 21:00,4.561053333,3.3018515,4.559562333,5.266180667,10.0499925,4.724151667,5.725048667,3.979773167,3.918194167,3.834589833,6.317251167
2/25/2015 22:00,3.160135167,2.571804667,4.291166333,2.436133,2.583187,3.273137,4.570764333,3.0998365,3.0518725,4.468330833,3.053695167
2/25/2015 23:00,2.4158005,1.979289667,2.083585667,1.862329333,2.1991065,2.502186333,1.990493333,2.385668667,4.0927095,1.912188833,4.791517333
2/26/2015 0:00,2.164159833,1.673639333,1.866550333,1.668341333,1.769047667,2.241547667,1.783154667,2.017263833,1.986050667,1.713007167,1.868029
2/26/2015 1:00,2.200280667,1.721766,1.897703333,1.696185833,1.7985735,2.278959167,1.812916333,2.075273667,2.043162667,1.741597167,1.899206167
2/26/2015 2:00,2.314521667,1.7188195,1.996233833,1.784254,1.891958333,2.397285667,1.907045667,2.071720667,2.0396645,1.832022667,1.9978155
2/26/2015 3:00,2.5465615,1.821982,2.1963655,1.963132833,2.081634,2.637622833,2.098234,2.196063,2.162083167,2.015691,2.1981045
2/26/2015 4:00,3.315267167,1.910772333,2.8593605,2.555723833,2.709996667,3.433816667,2.731607,4.047034667,2.268549167,2.624147,2.861624167
2/26/2015 5:00,6.6155675,2.6796985,4.196396667,3.750779833,3.977190333,6.2671435,4.008906833,3.229882667,3.400099833,3.851197167,4.199719333
2/26/2015 6:00,6.020191,3.5012775,5.192310333,5.089658,5.145442167,6.313363833,5.184683167,5.964094333,4.818726667,4.989547,5.639544833
2/26/2015 7:00,5.792767,4.623275167,5.220521333,6.213834333,4.959539,6.077807167,4.7729375,4.320532667,4.035811667,8.085341,5.882631
2/26/2015 8:00,5.510142333,3.3662695,4.752401833,7.400884333,6.254235833,5.707177833,4.540070333,4.4088865,4.126221,5.762656333,4.756165
2/26/2015 9:00,5.191012,3.349822,4.477156667,5.402918333,5.993369167,5.376634833,4.277123167,3.946475,3.885410667,4.108862,4.480702
2/26/2015 10:00,4.878506,3.200915833,4.207627,3.760817667,3.9878345,5.052955167,4.019634667,3.858114667,3.798417833,3.861503667,4.210958
2/26/2015 11:00,4.7014465,3.029964333,4.054915333,3.624323167,3.8431015,4.869564667,3.873746667,3.652063833,3.595555,3.721355,4.058126833
2/26/2015 12:00,4.605540333,3.663774167,3.972198333,3.5503895,3.7647045,4.770228667,3.794725167,3.7941075,3.517531833,3.645442,3.975343667
2/26/2015 13:00,4.649498,2.8444035,4.010112,3.584276333,3.800636333,4.815757833,4.055304667,3.428405333,3.375356667,5.081429167,6.285778667
2/26/2015 14:00,4.765636667,2.868034833,4.110278,3.6738065,3.895571833,6.236023333,7.294804333,3.456888333,3.4033995,3.772163667,6.445733
2/26/2015 15:00,4.944930667,2.884170667,4.264915833,4.036382833,4.042131,5.121754333,4.074364667,3.476336833,3.422546333,3.914081,4.268293333
2/26/2015 16:00,5.112117167,3.206717833,4.409111833,3.940907167,4.178794833,5.294919167,4.212118333,3.8651075,4.026595667,5.4476065,4.412603167
2/26/2015 17:00,5.528298667,3.390399,4.574555,4.088782167,4.335595667,5.571498333,4.370169167,6.047345,5.984115333,4.198248833,4.578177167
2/26/2015 18:00,5.362892,3.431449833,4.625401167,4.1342285,4.3837855,5.554661833,4.418744,4.135980333,4.0719845,4.244911333,4.6290635
2/26/2015 19:00,5.323044167,3.4519,4.5910325,4.1035095,4.351212833,5.591287167,4.385910167,4.1606285,4.096251667,6.180348167,6.9268685
2/26/2015 20:00,5.0350225,3.447315667,4.34262,3.881475333,5.516967833,5.2150685,4.372958,10.24683067,4.090812167,3.9853925,4.789180667
2/26/2015 21:00,4.326085333,3.1317515,6.139403333,3.33496,3.5362695,4.48078,3.564468667,3.774750667,5.459191833,3.8729645,4.0289215
2/26/2015 22:00,3.216438667,2.436371667,2.580615667,2.306579,2.4458125,3.1769695,2.9121695,2.936597333,2.892259,2.368332167,3.174111
2/26/2015 23:00,2.305199667,1.888031167,1.988193833,1.777067,1.884337667,2.387630333,1.899364167,2.275673833,2.240462167,3.791619833,4.696049833
2/27/2015 0:00,2.2024155,1.7014295,1.899546,1.697832833,1.800320167,2.281171833,1.814675833,2.050759333,2.019028167,1.7432875,1.901049833
2/27/2015 1:00,2.250353167,1.760950167,1.940889833,1.734786667,1.839504333,2.330822333,1.854174,2.122500667,2.089658167,1.7812315,4.6487115
2/27/2015 2:00,2.367194333,1.757935167,2.041663333,1.824858833,1.935013667,2.451842,1.950444667,2.118866667,2.086081167,1.873715,2.043280667
2/27/2015 3:00,2.604514833,1.8634445,2.246348167,2.007807833,2.129006833,2.6976475,2.145984333,2.246039833,2.211285833,2.0615615,2.248127
2/27/2015 4:00,3.3907135,1.954256,4.674513,2.613885667,2.771669167,3.5119615,2.793771167,2.355496667,2.319049333,2.683865167,2.926747333
2/27/2015 5:00,5.200569833,2.740681167,4.291895167,3.836137167,5.817784833,5.154153,4.393063167,3.303387167,3.252272667,3.938839667,4.738415333
2/27/2015 6:00,6.157194333,3.580957,5.759192167,4.746552667,5.033071,7.755237833,6.5303635,6.060135333,4.249398833,5.771069833,7.911277667
2/27/2015 7:00,5.924595,3.478363833,5.109859667,4.567242167,6.4610235,6.136450667,4.8815575,4.413821167,6.092898333,4.689518667,7.386396667
2/27/2015 8:00,5.635538667,3.441157,4.860553333,6.094495667,4.606654167,5.9149555,4.867750667,4.056561,3.993793333,4.4607215,4.864402167
2/27/2015 9:00,5.309145333,3.348736333,4.579045333,4.092795667,4.339851,5.498993167,4.598817833,4.257580833,5.5909515,4.202369,5.025792833
2/27/2015 10:00,4.989527833,3.273759667,4.303380333,3.846403833,4.078586333,5.167946333,4.111111333,4.167207667,4.106152333,3.949381167,4.306788167
2/27/2015 11:00,4.8084385,3.098917667,4.147194833,3.706803667,3.9305595,4.980382667,3.961902833,3.735175667,3.67738,3.806043167,4.150478667
2/27/2015 12:00,4.710349667,3.031671667,4.062594667,3.631187,3.850378,4.878785667,3.881082333,3.654122,3.597582,3.728402333,4.065811333
2/27/2015 13:00,4.755308,2.909133833,4.1013705,3.665845,3.8871285,4.925352,3.918125333,3.506425833,3.4521705,3.763989333,4.104619
2/27/2015 14:00,4.8740895,2.933303333,4.203817167,3.757413333,3.984224,5.048381167,4.0159955,3.756850833,3.480851,3.8580085,4.207146667
2/27/2015 15:00,5.057464,3.025405333,4.3619745,3.8987755,4.134119333,5.2383115,4.167086333,3.555448167,3.721727667,4.003154667,4.3654285
2/27/2015 16:00,5.228454833,3.279693833,4.509451167,4.0305915,4.273891667,6.196709167,4.307974667,3.9530665,3.8919005,4.362860333,6.845219
2/27/2015 17:00,5.424641333,4.689862833,4.678659667,4.1818315,4.4342615,6.9185945,4.469622167,4.1794995,4.336123333,4.293789667,4.682365
2/27/2015 18:00,5.484937,3.5095405,4.730662333,4.228312833,4.483548833,5.681071833,4.5193015,4.230104667,4.164651167,4.341515,4.734408667
2/27/2015 19:00,5.4441815,3.530455333,4.695511833,4.196894,4.6745945,5.638858333,4.485722333,5.651139,4.189470667,4.309255667,5.142354167
2/27/2015 20:00,5.1496065,3.525767833,4.441446,3.969808,4.209439667,5.3337495,4.243007167,4.249663667,4.183907167,4.076088333,4.444962833
2/27/2015 21:00,4.4245355,3.203021667,3.816084833,3.410853333,3.839238667,4.5827505,3.645587,3.8606535,3.800916833,3.502171,3.819106
2/27/2015 22:00,3.0597535,2.491594167,2.6389835,2.358749833,2.502999,3.169167,2.745438,3.2244515,4.700641333,2.421899167,2.641073667
2/27/2015 23:00,2.358540333,1.931682,2.034201,2.0425485,1.927940167,2.442879333,1.943315167,2.3282865,2.2922605,1.866866,2.035810833
2/28/2015 0:00,2.262226667,1.7474975,1.951131333,1.7439405,1.849210833,2.343121833,1.863956833,2.106287333,2.073695667,1.7906295,1.952676667
2/28/2015 1:00,2.312046333,1.809225833,1.9940995,1.7823455,1.889934667,2.3947215,1.905005667,2.180688833,2.146946667,1.830062833,1.995678833
2/28/2015 2:00,2.432090833,1.8061285,2.097635833,1.874887667,1.988062,2.519058833,2.003915167,2.176955333,2.143270833,1.925082667,2.0992965
2/28/2015 3:00,2.675917,1.914531667,2.307932,2.062851667,2.187373333,2.771603833,2.204816167,2.3076145,2.271908,2.118079333,2.309759167
2/28/2015 4:00,3.48367,2.0078325,3.004604,2.685544333,2.847653333,3.608241,2.870362167,2.420072167,2.382625667,2.757444,3.450107833
2/28/2015 5:00,5.112632667,2.815816833,4.633917667,3.9413045,4.403576333,5.2954535,4.212542833,3.6152425,3.341433,5.7969065,4.413047833
2/28/2015 6:00,6.325993,3.679128333,5.456059333,4.876678667,5.171052833,6.630100833,5.436649333,4.434511833,4.365896,6.869503,7.732869333
2/28/2015 7:00,6.087017167,3.5748235,7.000029167,7.843730667,4.975706167,6.304680667,5.239744167,4.528759167,5.984766,4.930261667,7.526593833
2/28/2015 8:00,6.014396167,3.532322833,5.218164833,4.687871833,4.732946,6.074978167,4.770688,4.167770333,4.103282333,4.583011,5.8840085
2/28/2015 9:00,5.454694667,3.440542167,6.679022667,4.204999167,4.458828167,5.727645667,4.494384833,4.146939833,4.0827745,4.317576667,5.151427167
2/28/2015 10:00,5.350673833,3.363510167,4.421357333,3.951852167,4.190399833,5.309626167,4.223816167,4.275386667,4.212657,4.282013167,6.7570595
2/28/2015 11:00,4.9402615,3.183875167,4.260889833,3.808424167,7.189587833,5.194816833,4.070518167,3.837574667,5.5210435,3.910385833,7.039586667
2/28/2015 12:00,4.839484,3.114784333,4.173970333,3.730735167,3.955936,5.012537167,3.987482167,3.754299333,3.697308167,3.830616,4.177276333
2/28/2015 13:00,4.885675,2.988888667,4.213809333,3.766344333,3.993694167,5.06038,4.025541167,3.602554,3.5468115,3.867178,4.217145833
2/28/2015 14:00,5.0077125,3.013719833,4.3190655,5.261612667,4.093450667,5.186781667,4.126094167,3.6324835,3.5762785,4.188135333,4.322485167
2/28/2015 15:00,5.196113333,3.030675,4.481556833,4.005659833,4.247455667,5.381919667,4.2813265,3.652921167,3.817692,4.112900833,4.485106167
2/28/2015 16:00,5.371792833,3.369606167,4.6330775,5.542282833,4.391061333,6.267274167,4.4260775,5.457265667,3.998596667,4.251957,6.968945833
2/28/2015 17:00,5.573358667,3.562617833,4.806924167,4.296476667,4.555826167,5.772654,4.592156833,4.294079833,4.227636167,6.602839833,4.810731667
2/28/2015 18:00,5.635306667,3.605754,4.8603525,4.568592167,4.606465,5.836817167,4.6431985,4.346072667,4.278824,4.460537167,4.8642015
2/28/2015 19:00,5.5934335,3.627242,4.8242395,4.311951667,4.572237,5.793447333,6.575675,6.3328155,4.304325333,4.4273935,5.271183
2/28/2015 20:00,5.290782333,3.622425833,4.563208,4.078639833,4.324840333,5.479974167,4.359329,4.3661675,4.298608667,4.187834333,4.5668215
2/28/2015 21:00,4.5458335,3.290832833,3.920701833,3.504362333,3.715898667,4.7083865,3.745530333,3.966493333,4.126413333,3.598182333,3.923807
2/28/2015 22:00,3.1502655,2.563619333,2.717049333,2.428525667,2.7994795,4.562888167,2.5956545,3.089971667,3.263453667,2.4935425,2.719200833
2/28/2015 23:00,2.4054945,1.9709545,2.074697667,3.821361333,1.966321833,2.4915125,1.982001833,2.375622833,2.338863667,2.128391167,2.519464667
3/1/2015 0:00,2.133015833,1.649782667,1.839689167,1.644331667,1.7435895,2.209289667,1.757494333,1.988510167,1.9577415,1.688354667,1.8411455
3/1/2015 1:00,2.166629167,1.6954345,1.868679833,1.6702445,1.771066667,2.244105,1.785189333,2.043534333,2.011913667,1.714960833,1.870159667
3/1/2015 2:00,2.279123667,1.692531333,1.9657045,1.756966167,1.863023167,2.360622333,1.877878833,2.040035167,2.008469833,1.804004333,1.9672605
3/1/2015 3:00,2.507614667,1.794116167,2.162774,1.933108167,2.049797333,2.597284167,2.066143167,2.162476833,2.3503105,3.734945333,4.436979667
3/1/2015 4:00,3.264564167,1.881549333,2.815629333,2.516637667,2.66855,3.3813,2.689830333,2.267861333,2.232769833,2.5840135,2.8178585
3/1/2015 5:00,4.791072833,2.638715333,4.3565775,3.693415833,3.916363333,5.0402935,3.947594,3.1804855,3.131273167,3.792297167,4.135489167
3/1/2015 6:00,5.928119,3.447728833,5.112899167,4.56996,4.845818333,6.140101333,4.884460833,4.155602667,4.091302,4.692308833,5.116948
3/1/2015 7:00,5.928532833,3.3489525,5.144109167,4.397320333,4.662758333,7.135821667,4.699941,4.036546333,4.195382667,5.390088667,5.366769167
3/1/2015 8:00,5.425870833,3.240344167,4.6797185,4.407139333,4.435266167,5.619893,4.470634167,4.12693,8.127281333,5.169803167,7.39904
3/1/2015 9:00,5.111621,3.224148333,4.4086835,5.690606667,4.4027485,5.370436667,4.211709167,5.281943167,4.1173795,4.270382,4.4121745
3/1/2015 10:00,4.803894333,3.151961667,5.893358,3.703299833,8.4447815,6.2831155,3.958158667,4.020402667,3.740325,3.802445667,6.419045833
3/1/2015 11:00,4.629542667,2.983624,4.217260167,4.970083833,4.077249833,4.795089167,3.814502,3.817502167,3.540563833,3.888803667,4.439186667
3/1/2015 12:00,4.535103667,2.918879167,3.911448,3.49609,3.707126833,4.697272667,3.736689167,3.739464833,3.463734833,3.589689,4.798926167
3/1/2015 13:00,4.578389167,2.800901833,7.100054833,3.529458833,3.742510167,4.7421065,3.772354,3.375971,3.323733333,3.623950667,3.951907167
3/1/2015 14:00,4.692751333,2.824171167,4.047416667,3.617619,8.422493167,4.860557833,3.8665825,3.404018667,3.351346833,5.1156655,4.050621167
3/1/2015 15:00,4.869302667,2.840060167,4.199689,3.753723167,3.980310667,5.043422,4.012051833,3.423169,3.3702025,4.078579667,4.203014167
3/1/2015 16:00,5.033932833,3.157674333,4.341679333,3.880635,4.114883667,5.213939667,4.147697833,3.805995167,3.747104,4.208888833,4.345116833
